gene_id,LNCaP_DHT_RNA_rep1_batch,LNCaP_DHT_RNA_rep2_batch,LNCaP_Veh_RNA_rep1_batch,LNCaP_Veh_RNA_rep2_batch
TLDC1|TLDC1,4.746397,4.51258,4.090124,4.061319
C2orf69|C2orf69,8.666353,9.303279,8.685485,8.560987
TCF23|TCF23,0.0,0.0,0.0,0.0
LINC00243|LINC00243,0.18110900000000002,0.163208,0.185826,0.290187
TOMM6|TOMM6,58.585659,61.919872,57.429127,59.565186
HES1|HES1,1.275225,1.291369,1.268835,1.138776
VASH2|VASH2,3.2740080000000003,3.316878,3.119542,3.093813
C2CD2|C2CD2,9.218243999999999,9.265818,8.723677,8.810305000000001
LOC101927523|LOC101927523,0.0,0.0,0.0,0.0
TP53TG3HP|TP53TG3HP,0.0,0.0,0.0,0.0
MEG3|MEG3,0.0,0.0,0.0,0.0
SMAD7|SMAD7,4.044261,4.2051110000000005,3.500234,3.7576040000000006
PIM3|PIM3,6.340773,6.212597,6.807954,6.540401
MIR6856|MIR6856,0.171433,0.190912,0.185083,0.131143
COL6A6|COL6A6,0.107131,0.084961,0.077623,0.095453
PBXIP1|PBXIP1,10.81054,10.888194,9.646996,9.23027
PARK2|PARK2,2.969201,3.0964169999999998,2.889698,2.9759900000000004
ZSCAN5B|ZSCAN5B,0.0,0.0,0.080114,0.0
HUS1B|HUS1B,0.100985,0.101294,0.136785,0.115266
MIR19B2|MIR19B2,0.0,0.0,0.0,0.0
CHST3|CHST3,1.502972,1.557969,1.416935,1.47505
TRIM31|TRIM31,0.004532,0.018143000000000003,0.009233000000000002,0.020386
RBM4B|RBM4B,24.151133,24.089755,21.808550999999998,21.345398
PCDHGB4|PCDHGB4,7.075303,7.554811,4.311561,4.037477
PPIL4|PPIL4,16.612669,17.019279,18.684357,18.890129
CYP11A1|CYP11A1,0.054834,0.072236,0.063307,0.068553
ILKAP|ILKAP,11.181565,11.596944,10.229461,10.38769
MIR4481|MIR4481,0.0,0.030748,0.097376,0.0
SEC24A|SEC24A,8.069211,8.334617999999999,7.062011,7.274623
PRKD1|PRKD1,194.577438,200.146774,195.596771,199.386337
PRAMEF8|PRAMEF8,0.0,0.011288,0.0,0.0
PTRF|PTRF,3.91762,3.95977,3.661287,3.905402
CMTM1|CMTM1,1.141268,1.161895,0.936277,1.157905
FAM86EP|FAM86EP,2.760312,3.1160360000000003,2.656351,2.7883389999999997
PRKD3|PRKD3,12.179103,12.634377,12.754256,13.145674
ZNF260|ZNF260,18.846634,19.374731,17.893002999999997,18.848076
MIR5694|MIR5694,0.0,0.0,0.0,0.0
ABCC10|ABCC10,2.460996,2.305495,2.30281,2.089935
SNORA63|SNORA63,27.781347,29.40044,29.84885,29.205055
AES|AES,88.413134,87.240157,69.640411,71.152049
HNRNPLL|HNRNPLL,16.089551999999998,15.947608,14.55106,14.404
MIR1261|MIR1261,0.0,0.0,0.055256,0.0
EPPIN-WFDC6|EPPIN-WFDC6,0.0,0.0,0.0,0.0
ZNF486|ZNF486,0.0339,0.03999,0.022963,0.038335
CES5AP1|CES5AP1,0.0,0.0,0.0,0.0
LOC101929034|LOC101929034,0.0,0.0,0.0,0.0
BCKDHB|BCKDHB,16.758971,17.842201,17.348563,17.897094
TTLL1|TTLL1,10.590191,10.66928,9.443122,9.799323999999999
CTH|CTH,6.626916,6.991937,6.091512,6.619183
PCSK9|PCSK9,0.0,0.006498,0.012181,0.007841
FOXG1-AS1|FOXG1-AS1,0.0,0.0,0.0,0.0
CSTF3|CSTF3,34.602200999999994,33.693719,36.083839999999995,36.924223
PQLC3|PQLC3,9.342034,9.686491,8.186941000000001,8.306975
ILF3|ILF3,71.50146500000001,73.115146,64.54989,66.14908799999999
KITLG|KITLG,5.58822,5.602423,4.8470130000000005,4.997832000000001
FOXD4|FOXD4,0.81736,0.978363,0.670038,0.670713
SNORD116-16|SNORD116-16,4.101345,3.765848,2.156691,2.914598
SNAP47|SNAP47,24.98135,25.316647,22.966286,23.364231
ALOXE3|ALOXE3,0.224346,0.22066599999999997,0.175467,0.139151
FAM172A|FAM172A,25.849258000000003,26.90316,24.734909000000002,25.505076000000003
ANKRD61|ANKRD61,1.18604,1.381434,1.027242,0.861337
ADGRG6|ADGRG6,298.847561,305.190356,274.639067,282.29104600000005
MIR15A|MIR15A,0.622023,0.638667,0.300246,0.419158
FHIT|FHIT,0.63402,0.508895,0.512378,0.47030700000000003
NCAPG|NCAPG,11.567541,11.466941,10.820905,11.038214
MARK2|MARK2,13.829672,14.237076,13.162054999999999,13.527650999999999
FSTL3|FSTL3,2.025174,2.00891,1.890695,1.89459
CENPVP1|CENPVP1,0.0,0.0,0.0,0.0
LOC101929229|LOC101929229,0.351246,0.468473,0.553579,0.846906
RRBP1|RRBP1,26.868767999999996,27.559831000000003,26.590336999999998,27.259066
MIR429|MIR429,0.296745,0.610512,0.106307,0.0
MIR4639|MIR4639,0.123561,0.128339,0.072579,0.0
FAM168A|FAM168A,21.010438,21.630119,20.313347,20.816387
TXNRD2|TXNRD2,13.568037,13.542212,12.432545000000001,12.346936000000001
MIR346|MIR346,0.0,0.0,0.0,0.0
DCTN1|DCTN1,38.716257,38.934870000000004,35.552109,36.088818
SOX8|SOX8,1.196787,1.373157,1.40663,1.41975
MLEC|MLEC,86.724768,88.722541,82.80447400000001,85.238205
C1orf210|C1orf210,4.254322,4.383222,3.081091,3.2137499999999997
LOC101927153|LOC101927153,0.0,0.0,0.0,0.0
HTR7P1|HTR7P1,2.821338,2.994908,2.62839,2.602502
MIR5196|MIR5196,0.051484,0.0,0.0,0.0
LTC4S|LTC4S,0.45785,0.479427,0.281198,0.266136
PLCG1-AS1|PLCG1-AS1,0.223448,0.247638,0.225335,0.270371
CDC42EP3|CDC42EP3,5.249253,5.158003,3.5937799999999998,3.614885
NUTM2G|NUTM2G,0.144842,0.173393,0.178875,0.143789
PRC1-AS1|PRC1-AS1,0.213884,0.314646,0.245348,0.284173
SH2B1|SH2B1,5.168216,5.125012,4.873882,4.4889209999999995
MIR3686|MIR3686,0.0,0.0,0.0,0.0
EPB41|EPB41,43.801633,44.00469,41.979205,42.706102
ACOX1|ACOX1,25.379941000000002,26.165975,24.163224,24.869691
DNAH17|DNAH17,0.028774,0.027786,0.023372,0.018733
FBN3|FBN3,0.0,0.0,0.0,0.0
SLC2A14|SLC2A14,0.013545,0.025956,0.003378,0.0
MED19|MED19,9.023407,8.585116,8.940447,9.565163
TH2LCRR|TH2LCRR,0.45826599999999995,0.481062,0.520495,0.548336
RNY5|RNY5,0.937433,2.430547,1.870876,1.157699
PSCA|PSCA,0.638089,0.786999,0.550759,0.345396
ZNF146|ZNF146,48.20723,49.153813,50.285893,52.205923
LOC100507506|LOC100507506,0.705951,0.677777,0.621475,0.614234
TSPY8|TSPY8,0.101345,0.107789,0.088012,0.076352
COL6A1|COL6A1,17.599455,17.647068,16.234018,16.33963
C10orf95|C10orf95,1.435906,1.611152,1.29167,1.349912
TUBB2B|TUBB2B,1.673631,1.814336,1.483309,1.416287
PSG11|PSG11,0.0,0.0,0.0,0.0
CFAP53|CFAP53,0.820119,0.769993,0.893306,0.876091
SYF2|SYF2,11.881616,12.466671,11.655444,12.179224
GSN-AS1|GSN-AS1,0.065056,0.110075,0.062409,0.082445
ZNF483|ZNF483,17.614793,18.52337,16.102661,16.428673
EIF5B|EIF5B,9.995102,10.373934,9.444144,9.71015
CARTPT|CARTPT,0.047753,0.022179,0.0,0.0
CCR3|CCR3,0.0,0.0,0.0,0.0
MFI2-AS1|MFI2-AS1,0.893954,0.949709,0.700278,0.599581
ZFP92|ZFP92,0.0,0.0,0.0,0.0
YKT6|YKT6,27.873964,28.877794,25.946037,26.338373
MIR3913-2|MIR3913-2,0.024275,0.0,0.0,0.0
CRB1|CRB1,0.0,0.0,0.0,0.0
C14orf105|C14orf105,0.0,0.0,0.0,0.0
TMEM67|TMEM67,4.848427999999999,4.990529,4.271893,4.453465
YIPF1|YIPF1,13.560890999999998,14.074893,13.379340000000001,13.545931000000001
TTTY22|TTTY22,0.0,0.0,0.0,0.0
ERVV-2|ERVV-2,0.012808,0.020092,0.028698,0.025877
MIR4453|MIR4453,0.000693,0.000747,0.000744,0.011623
MIR2276|MIR2276,0.0,0.0,0.0,0.116069
VN1R1|VN1R1,0.560996,0.628388,0.595421,0.543342
BHMT|BHMT,0.114576,0.114382,0.102877,0.099882
TGS1|TGS1,14.072642,14.113187,13.05585,13.347468
P2RY11|P2RY11,0.43589,0.499701,0.562447,0.588397
RHPN1-AS1|RHPN1-AS1,0.36818,0.429525,0.387326,0.437967
DKK1|DKK1,0.0,0.0,0.0,0.0
LINC00910|LINC00910,0.313988,0.38279,0.226002,0.272391
TESK1|TESK1,2.838719,2.854948,2.546191,2.577941
PRELID2|PRELID2,0.0,0.008432,0.007891,0.0
OR6C65|OR6C65,0.00227,0.003536,0.0,0.0
STK33|STK33,4.579191,5.0262899999999995,4.750900000000001,5.063412
TMEM244|TMEM244,0.0,0.0,0.0,0.0
ZNF787|ZNF787,5.7264,6.283339,5.167639,5.115999
LOC100129307|LOC100129307,0.007701,0.002867,0.007071,0.004152
GLCCI1|GLCCI1,0.972105,1.032739,1.050811,1.097745
SCN10A|SCN10A,0.0,0.0,0.0,0.0
LOC101929439|LOC101929439,0.096663,0.090533,0.060041,0.042329
MAS1L|MAS1L,0.0,0.0,0.0,0.0
SERGEF|SERGEF,21.063097,20.867351,18.513761,19.191601
SLC15A2|SLC15A2,0.44110699999999997,0.423583,0.30269900000000005,0.328781
GIMAP1|GIMAP1,0.0,0.0,0.0,0.0
FAM98A|FAM98A,11.897792,11.94653,10.678353,10.413576
SEC31B|SEC31B,0.674351,0.666133,0.682817,0.703852
ANKS1B|ANKS1B,4.568020000000001,4.490068,4.452127,4.5885169999999995
PGBD4|PGBD4,4.685981,4.911808,4.270598,4.172669
SNORD89|SNORD89,2.930192,2.975894,3.394986,3.697531
MST1L|MST1L,0.077929,0.075954,0.061383,0.074281
UROC1|UROC1,0.0,0.005855,0.003426,0.0
RNF217-AS1|RNF217-AS1,0.0,0.004825,0.0,0.0
MUT|MUT,30.457176,30.737562,29.15975,29.471741
UCK2|UCK2,9.819652,10.100477,10.619699,10.580366
LINC00636|LINC00636,0.0,0.0,0.0,0.0
TP53AIP1|TP53AIP1,0.023607,0.079185,0.047623,0.019749000000000003
ZNF717|ZNF717,18.878641000000002,19.548309999999997,17.779246,18.340836
KRTAP6-3|KRTAP6-3,0.0,0.0,0.0,0.0
RUVBL1|RUVBL1,101.496506,101.439445,93.085037,93.921684
CFDP1|CFDP1,46.021023,48.515251,46.939205,46.985588
FBP2|FBP2,0.121949,0.128006,0.09429,0.145492
PIK3R4|PIK3R4,16.899467,17.308756,14.960255,15.554651
CRHR1|CRHR1,1.4e-05,1e-06,0.0,1.2e-05
LOC101929123|LOC101929123,0.0,0.0,0.0,0.0
MAZ|MAZ,35.114645,36.225104,29.424452,30.068474000000002
ENSA|ENSA,136.611288,140.24439999999998,135.066842,137.09137900000002
RBM17|RBM17,7.334997,7.199752,6.993808,7.147217
ZNF155|ZNF155,3.069495,3.074917,3.1102499999999997,3.301272
CES5A|CES5A,0.007866000000000001,0.0,0.00771,0.0
LOC101929340|LOC101929340,0.565367,0.333242,0.376091,0.484816
CYP2B6|CYP2B6,0.004656,0.0,0.002149,0.0
LOC100507639|LOC100507639,0.0,0.0,0.0,0.0
BMS1P17|BMS1P17,38.064308,32.433691,32.518152,32.643274000000005
RYR1|RYR1,0.012748,0.012298,0.009723,0.008617
SPATA3-AS1|SPATA3-AS1,0.108357,0.165858,0.152061,0.141206
MIR8077|MIR8077,0.0,0.0,0.0,0.0
RFX4|RFX4,0.0,0.015603,0.018411,0.0
PLEKHD1|PLEKHD1,6.200684,6.416091,5.545876,5.796912
OR1B1|OR1B1,0.0,0.0,0.0,0.0
KIR3DS1|KIR3DS1,0.0,0.0,0.0,0.0
LOC102723833|LOC102723833,0.0,0.0,0.0,0.0
PCDHB15|PCDHB15,3.503044,3.542184,3.647866,3.432609
TVP23B|TVP23B,37.272366,37.541607,34.031071,35.439251
RNASE13|RNASE13,0.0,0.0,0.0,0.0
NFYA|NFYA,8.061551,8.109452000000001,8.472891,8.762555
LINC00942|LINC00942,0.049655,0.060838,0.053136,0.059796
FBXL15|FBXL15,1.677428,1.728755,1.311752,1.374933
TRPC1|TRPC1,0.51405,0.5433520000000001,0.460962,0.458208
CENPL|CENPL,4.820561,5.141859999999999,4.187767,4.172562
PAX8-AS1|PAX8-AS1,0.0,0.012549,0.01229,0.009086
FAM71E2|FAM71E2,0.0,0.0,0.0,0.0
ARHGAP1|ARHGAP1,3.833047,4.053414,3.009297,3.268173
PTPRZ1|PTPRZ1,0.0,0.0,0.0,0.0
NUMB|NUMB,14.731717,14.875139000000003,12.614624,13.115073999999998
GLRA1|GLRA1,0.072049,0.039917,0.054871,0.072507
ACTBL2|ACTBL2,0.0,0.0,0.0,0.004122
SMCR2|SMCR2,0.299601,0.38075,0.157079,0.176633
ISL2|ISL2,2.323154,2.571243,2.209616,2.226899
GOLGA7|GOLGA7,21.820039,21.843282999999996,19.766508,20.587027
TREML5P|TREML5P,0.0,0.0,0.0,0.0
OR2S2|OR2S2,0.0,0.0,0.0,0.0
GALE|GALE,12.175218,12.528265000000001,11.091064,10.858061000000001
GCAT|GCAT,11.30811,10.8188,8.936968,8.930837
MYLK-AS1|MYLK-AS1,2.7311050000000003,2.728742,2.099808,2.461532
WWTR1|WWTR1,0.397955,0.473733,0.137718,0.146071
DHTKD1|DHTKD1,16.835548,17.12431,15.803961,15.975278
F11-AS1|F11-AS1,0.0,0.0,0.0,0.0
OPRD1|OPRD1,0.0,0.027455,0.0,0.0
LINC01587|LINC01587,0.040708,0.096272,0.079719,0.205067
ATPAF1|ATPAF1,155.919488,158.43517,141.51647300000002,146.15045700000002
MIR4301|MIR4301,0.0,0.0,0.0,0.0
FEZF2|FEZF2,0.0,0.0,0.0,0.0
FNDC1|FNDC1,0.0,0.0,0.003586,0.005438
RAB31|RAB31,1.61203,1.667129,1.425404,1.486747
PSMG4|PSMG4,10.782652,10.723652999999999,12.427565999999999,11.683162
NAIP|NAIP,23.786558,23.764062999999997,23.802467999999998,24.474465000000006
PRMT3|PRMT3,19.657434000000002,20.199268,19.671699,20.146333
GAGE12B|GAGE12B,82.335737,84.312594,73.727531,74.221748
RSBN1|RSBN1,13.564415,13.517972,13.671113,14.094023
LINC01354|LINC01354,1.493862,1.353423,1.439217,1.330443
SPDL1|SPDL1,13.064145,13.557797,11.768058,12.043787
GOPC|GOPC,14.927567,15.675496,16.29958,16.422659
NOP56|NOP56,79.884494,82.496655,82.735706,86.049328
MIR3679|MIR3679,0.647786,0.378018,0.082413,0.087307
C8orf4|C8orf4,0.274645,0.325082,0.327269,0.315
LINC01169|LINC01169,0.088053,0.129558,0.217486,0.120014
ZNF185|ZNF185,0.969698,0.962093,0.65493,0.705064
LOC100130417|LOC100130417,0.827329,0.875396,0.80156,0.781413
UBL7-AS1|UBL7-AS1,1.631872,1.942974,1.647334,1.856707
SLC10A1|SLC10A1,0.727972,0.766378,0.634417,0.496499
CCR10|CCR10,0.176762,0.248801,0.11339,0.115021
PRR35|PRR35,0.010575,0.0,0.010488,0.0
OR51E1|OR51E1,13.958343,14.55924,14.966706,15.930349
SCARNA17|SCARNA17,26.703226,28.274765,26.163212,27.382647
CCL3|CCL3,0.0,0.0,0.0,0.0
MRGPRF-AS1|MRGPRF-AS1,0.0,0.0,0.0,0.0
PCDHAC2|PCDHAC2,0.014317,0.01172,0.038914,0.011717
FBXW8|FBXW8,7.909858,8.32066,7.337054,7.906566
SNORD12C|SNORD12C,16.724655,15.018976,14.465341,15.150319
IYD|IYD,1.0744,0.982849,0.946176,0.978189
RNU5A-1|RNU5A-1,0.733753,0.815739,0.600768,0.569332
PSMB7|PSMB7,112.357056,111.00457,95.32373,95.745674
SNORD141A|SNORD141A,380.728069,432.454318,282.438553,290.90123500000004
FNDC3B|FNDC3B,7.753609,8.014621,7.909445,7.793252
DENND3|DENND3,0.682237,0.692124,0.615087,0.722417
FOXR1|FOXR1,0.041664,0.080963,0.0,0.090521
PDZD11|PDZD11,31.317471,32.322979,28.683825,29.006521
MRPL35|MRPL35,22.463314,23.044320000000003,23.163975,23.467281
LINC00493|LINC00493,30.889799,32.954998,29.162514,32.354107
TNFRSF13B|TNFRSF13B,0.0,0.0,0.0,0.0
ADGRF5|ADGRF5,0.0,0.0,0.0,0.0
C9orf135-AS1|C9orf135-AS1,0.0,0.0,0.0,0.0
CDC42SE1|CDC42SE1,40.397595,41.021326,41.349179,41.06864
LUC7L|LUC7L,7.559875,7.906949,7.670785,7.683083
EFNB1|EFNB1,2.044199,2.06153,1.952362,2.025635
LOC101927932|LOC101927932,0.402624,0.403997,0.534311,0.455917
RASSF2|RASSF2,1.8911,2.006999,1.703855,1.822401
PRDX2|PRDX2,150.032913,153.246353,128.928009,131.885803
ABRACL|ABRACL,20.458193,20.327806,17.555199,17.439957
UBR1|UBR1,21.714727,22.366035,21.3482,21.84024
GAGE12J|GAGE12J,11.539734,11.709006,11.779132,12.245017
TTTY21|TTTY21,0.0,0.0,0.0,0.0
LOC102724719|LOC102724719,0.0,0.084923,0.0,0.0
SPG21|SPG21,24.135204,24.213893000000002,21.367414,21.977052999999998
SERPINI2|SERPINI2,0.0,0.0,0.0,0.0
DNASE1L1|DNASE1L1,6.309617999999999,6.456374,5.784628,5.405842000000001
ARAP2|ARAP2,1.292944,1.294293,1.046955,1.112847
NLRP1|NLRP1,0.016771,0.013045,0.02402,0.014765
LSM8|LSM8,1.795646,1.862205,1.721888,1.73375
CAPN11|CAPN11,0.0,0.022407,0.028279,0.0
ANXA5|ANXA5,91.528419,93.125153,83.269753,84.376694
XRCC6BP1|XRCC6BP1,4.859101,4.952317,4.904574,5.0157430000000005
SNAPC5|SNAPC5,17.244036,16.15731,15.818748,16.984285
USP3|USP3,19.560509,19.707414,18.609759,18.648333
BRSK2|BRSK2,0.276208,0.233365,0.19004100000000002,0.218864
FLJ31662|FLJ31662,0.0,0.0,0.0,0.0
SNRPG|SNRPG,46.746834,49.590439,42.212162,44.165749
PCDHA4|PCDHA4,0.087972,0.054712000000000004,0.045578,0.037754
SENCR|SENCR,0.0,0.0,0.0,0.0
C16orf87|C16orf87,17.178045,17.374441,15.196911,15.339389
ATG7|ATG7,7.363501,7.895072,6.985183999999999,7.913176
SAMD4A|SAMD4A,0.152662,0.140869,0.128118,0.137175
SPRN|SPRN,0.709542,0.759927,0.781143,0.802368
VPS53|VPS53,7.622527,8.031361,5.957901000000001,6.282598
MX2|MX2,0.037151,0.054414,0.039383,0.020511
TRPM4|TRPM4,6.980360999999999,7.142283,5.645769,5.777642
MGAT3|MGAT3,0.111412,0.14938,0.085621,0.093374
ANKRD44|ANKRD44,9.203593999999999,9.663529,7.6065130000000005,7.805161
PNPLA1|PNPLA1,0.015674,0.009749,0.0,0.0
COL18A1|COL18A1,2.5788219999999997,2.76427,2.533347,2.564441
OXT|OXT,0.0,0.0,0.0,0.0
DDB1|DDB1,63.69894,64.858856,60.590527,61.713165
DNMT3A|DNMT3A,4.003812,3.882409,3.700574,3.71325
NUPL2|NUPL2,13.289095,14.188272,14.245998,14.812666
COX7B2|COX7B2,1.059825,1.157887,0.977387,0.95668
SIX3-AS1|SIX3-AS1,0.0,0.0,0.0,0.0
PCDHB8|PCDHB8,5.40016,5.408051,5.155847,5.093514
GSN|GSN,2.12272,2.1011420000000003,1.790654,1.700664
PPAPDC1B|PPAPDC1B,33.400758999999994,35.254470999999995,28.365598000000002,29.156475
HEATR4|HEATR4,0.0,0.0,0.0,0.0
NME4|NME4,0.704404,0.6372800000000001,0.643999,0.844035
MAFK|MAFK,3.434032,3.647834,3.767477,3.606075
FAM83F|FAM83F,9.534758,9.552064,8.867482,8.653341
CDHR4|CDHR4,0.0,0.0,0.0,0.0
ECT2|ECT2,15.999803999999997,16.900938000000004,15.130165,15.326468
MIR8089|MIR8089,0.0,0.0,0.0,0.0
MIR8071-2|MIR8071-2,0.0,0.0,0.003668,0.0
SYCE1|SYCE1,0.0,0.000895,0.0,0.0
TLK2|TLK2,15.553714,16.072359,14.183585,15.260314
LOC100129046|LOC100129046,0.066101,0.062741,0.054111,0.061531
NBEAP1|NBEAP1,167.221817,172.484726,145.234436,148.021912
ACTG1P20|ACTG1P20,1.478392,1.66906,1.287509,1.351619
KNDC1|KNDC1,0.073848,0.078175,0.069943,0.077662
ZPR1|ZPR1,19.860815,20.291525,19.891291,19.970491
MEI1|MEI1,0.070364,0.046206,0.073459,0.035568
TYMS|TYMS,6.468077,6.742801,4.936265,5.392601
TK1|TK1,11.016718,11.250424,9.757613,9.583359
TRIM17|TRIM17,0.260224,0.418543,0.216592,0.24087
RSPH6A|RSPH6A,0.011918,0.0,0.0,0.0
LOC284581|LOC284581,0.038376,0.043787,0.025865,0.014877
MVB12A|MVB12A,4.488382,4.143049,3.623085,3.947761
LINC01477|LINC01477,0.0,0.0,0.0,0.0
LURAP1|LURAP1,0.012144,0.021727,0.0,0.01231
FGFBP2|FGFBP2,0.0,0.010398,0.0,0.0
RBM7|RBM7,7.389127,7.315066999999999,8.627115,9.095222
TONSL|TONSL,2.866992,2.788554,2.273775,2.369276
PCDH9-AS3|PCDH9-AS3,0.0,0.0,0.0,0.0
QTRT1|QTRT1,5.737951,5.718197,5.52912,5.191299
GIT1|GIT1,6.8646840000000005,7.0566249999999995,6.240352,6.549298
ARHGEF11|ARHGEF11,19.546936,19.882325,18.922504,19.155708999999998
USP24|USP24,21.083332,21.51956,19.204216,19.822239
LRRC8D|LRRC8D,30.975998999999998,31.853141,26.667111999999996,27.714244
ZBED6|ZBED6,86.490089,89.272179,81.85199,83.649101
APOA1BP|APOA1BP,53.585499,56.42749,53.37941,52.937698
CD248|CD248,0.014674,0.003654,0.004195,0.011372
KIAA1586|KIAA1586,11.856274,12.143004000000001,11.976938,11.959652
LOC101927657|LOC101927657,0.0,0.0,0.0,0.0
ITGA1|ITGA1,0.540693,0.480114,0.398787,0.402862
COL27A1|COL27A1,0.070881,0.084574,0.067862,0.067913
DEFB110|DEFB110,0.0,0.0,0.0,0.0
MIR8069-1|MIR8069-1,1.1928640000000001,1.154629,0.974738,1.243175
ROR2|ROR2,0.35203,0.30218,0.256633,0.284802
MIR3922|MIR3922,0.0,0.0,0.0,0.0
OCLM|OCLM,0.066975,0.227245,0.227042,0.180558
MAGEE2|MAGEE2,0.009129,0.018746,0.004279,0.010259
C9orf170|C9orf170,0.0,0.0,0.0,0.0
KLF7|KLF7,0.20011199999999998,0.173332,0.143658,0.14650600000000003
OAF|OAF,1.636917,1.841834,1.38678,1.516423
LY86-AS1|LY86-AS1,0.0,0.0,0.0,0.0
PDE4B|PDE4B,0.024536,0.017723,0.0214,0.022719
RSPH10B2|RSPH10B2,0.0,0.0,0.0,0.0
MIR7151|MIR7151,0.074995,0.0,0.0,0.023748
LOC101929657|LOC101929657,0.030961,0.029841,0.013666,0.013886
MOCOS|MOCOS,8.400172,8.496471,7.414171,7.610223
POLR2M|POLR2M,16.669192,15.092921,13.279846,16.746428
PECAM1|PECAM1,0.004579,0.001978,0.0,0.00434
CDK2|CDK2,18.444133,18.44189,17.288347,17.733824
RITA1|RITA1,7.7591149999999995,7.5145360000000005,7.3349519999999995,7.455508999999999
PKN1|PKN1,31.758894,32.142663999999996,28.476112,28.603825
OR2M2|OR2M2,0.0,0.0,0.0,0.0
LOC646471|LOC646471,1.067384,1.086178,0.885756,0.905009
LOC101927630|LOC101927630,0.0,0.0,0.0,0.0
LSM2|LSM2,9.702063,9.97337,8.596264000000001,7.998812
DCTN1-AS1|DCTN1-AS1,0.054466,0.0,0.033984,0.039932
ADAM21P1|ADAM21P1,0.146123,0.132295,0.132213,0.170602
SYDE1|SYDE1,0.064352,0.040514,0.057075,0.056909
DFFB|DFFB,3.6943099999999998,3.5155160000000003,3.417719,3.3319810000000003
MIR4770|MIR4770,0.0,0.0,0.0,0.0
PEBP1|PEBP1,124.024887,128.297226,118.916626,122.152588
SH3GL1|SH3GL1,20.090276,19.700609999999998,17.790969,18.674066
CCNK|CCNK,7.423048,7.39978,7.320942,7.5787
C12orf43|C12orf43,6.429386999999999,6.299468,5.819987,5.6626270000000005
KDM6A|KDM6A,75.68169800000001,76.85401300000001,77.505972,78.50515999999999
MIR630|MIR630,0.219735,0.126795,0.022126,0.112617
TDP2|TDP2,20.356016,20.479845,20.432663,20.841812
MIR614|MIR614,0.0,0.0,0.0,0.0
RNA5S11|RNA5S11,0.0,0.0,0.0,0.0
LRMP|LRMP,0.031745,0.045698,0.040655,0.019336
MIR8062|MIR8062,0.0,0.0,0.0,0.0
CMIP|CMIP,4.394120999999999,4.672627,4.3437410000000005,4.5446349999999995
PEX5|PEX5,11.739591999999998,12.075916999999999,11.355588,11.062111
SIAH1|SIAH1,26.464471999999997,24.446416,25.894689,24.317959
GPR12|GPR12,0.0,0.0,0.002806,0.002706
NCBP3|NCBP3,8.035099,7.916251,6.932765,7.338892
LOC102723344|LOC102723344,0.038258,0.027683,0.097152,0.046252
TAB3|TAB3,14.797264,15.107451,12.093529,12.611135
ZSCAN16-AS1|ZSCAN16-AS1,1.850008,1.660163,1.728371,1.501679
NCKIPSD|NCKIPSD,3.53036,3.552929,2.9403360000000003,2.9305000000000003
C14orf142|C14orf142,9.624024,9.699327,9.380303999999999,10.270299000000001
PPP5D1|PPP5D1,0.55908,0.393883,0.396158,0.457832
TTLL12|TTLL12,21.11521,21.897924,16.811649,17.418085
TMEM231|TMEM231,3.686891,3.8085649999999998,3.387724,3.5050589999999997
TCTE3|TCTE3,1.881604,2.147824,1.8881489999999999,1.60113
SRBD1|SRBD1,8.459096,8.546079,8.737279,8.325438
TRIM49B|TRIM49B,0.051597,0.058874,0.060101,0.071048
MIR6769B|MIR6769B,0.093584,0.0,0.0,0.0
KRTAP22-1|KRTAP22-1,0.0,0.0,0.0,0.0
LOC729348|LOC729348,0.033436,0.021381,0.042405,0.029377
LOC102723828|LOC102723828,0.0,0.0,0.0,0.0
PLK5|PLK5,0.020215,0.0,0.0,0.0
MIR934|MIR934,0.0,0.0,0.0,0.0
LOC389895|LOC389895,0.0,0.0,0.027391,0.018121
LINC01318|LINC01318,0.0,0.0,0.0,0.0
YPEL5|YPEL5,19.493411000000002,20.391696,19.472168,19.704399
LHFP|LHFP,0.0,0.0,0.005581,0.0
VWA5B2|VWA5B2,0.027218,0.025853,0.035326,0.0
MIR616|MIR616,1.21778,1.433175,1.10074,1.161129
MIR651|MIR651,0.0,0.0,0.0,0.0
WDR77|WDR77,12.132343,12.122415,11.006107,11.360011
LOC102723544|LOC102723544,0.037902,0.013204,0.0,0.0
MIR7702|MIR7702,0.0,0.0,0.0,0.0
TGIF2LX|TGIF2LX,0.0,0.0,0.0,0.0
KCNIP4|KCNIP4,1.423271,1.500015,1.421157,1.443043
PPP1R13B|PPP1R13B,4.643552,4.600178,4.042172,4.064904
FAM196B|FAM196B,0.0,0.0,0.0,0.0
MIR3141|MIR3141,0.0,0.0,0.0,0.0
THAP9|THAP9,3.354481,3.279181,3.55156,3.572855
USP17L11|USP17L11,0.0,0.0,0.0,0.0
CEMIP|CEMIP,0.128663,0.119283,0.090069,0.114286
MIR4703|MIR4703,0.031477,0.065388,0.0,0.0
NAB2|NAB2,2.029686,1.96213,1.930176,2.129801
LOC101928674|LOC101928674,0.019031,0.023301,0.0,0.035998
MIR4712|MIR4712,0.14585,0.335977,0.074159,0.088329
ISG20L2|ISG20L2,16.082428,16.006308,14.747425,14.87499
TFF2|TFF2,0.0,0.0,0.0,0.0
